,Latitude,Longitude,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Year,Month,Day,Islamic Year,Islamic Month,Islamic Day,Blast Day Type Num,City Num,Province Num,Location Category Num,Location Sensitivity Num,Open/Closed Space Num,Target Type Num
428,32.9746,70.1456,3.0,3.0,1.0,1.0,1.1159420289855073,2014,6,24,1435,8,26,2,37,3,6,0,1,5
429,34.0043,71.5448,4.0,5.0,18.0,29.0,1.1159420289855073,2014,9,24,1435,11,29,2,40,4,10,2,1,5
430,30.2095,67.0182,5.0,5.0,12.0,12.0,1.1159420289855073,2014,10,4,1435,12,10,2,43,1,3,0,1,1
431,33.8679,70.51364,14.725714285714286,7.0,31.397260273972602,5.0,1.1159420289855073,2014,10,15,1435,12,21,2,60,3,17,0,1,1
432,30.2095,67.0182,2.0,3.0,15.0,20.0,1.1159420289855073,2014,10,23,1435,12,29,2,43,1,12,2,1,1
433,31.6047,74.5729,45.0,55.0,70.0,120.0,1.1159420289855073,2014,11,2,1436,1,9,0,63,5,9,0,1,1
434,34.0043,71.5448,14.725714285714286,148.0,31.397260273972602,132.0,1.1159420289855073,2014,12,16,1436,2,24,2,40,4,17,0,1,1
435,31.35,69.45,14.725714285714286,2.0,31.397260273972602,0.0,1.1159420289855073,2014,12,28,1436,3,6,2,64,1,17,0,1,6
436,28.0,68.6667,60.0,62.0,31.397260273972602,39.0,1.1159420289855073,2015,1,30,1436,4,10,2,49,6,17,0,1,6
437,34.0043,71.5448,14.725714285714286,21.0,31.397260273972602,60.0,1.1159420289855073,2015,2,13,1436,4,24,2,40,4,17,0,1,6
438,31.5451,74.3407,5.0,9.0,31.397260273972602,39.45986984815618,1.1159420289855073,2015,2,17,1436,4,28,2,26,5,17,0,1,6
439,33.6,73.0333,14.725714285714286,5.0,31.397260273972602,6.0,1.1159420289855073,2015,2,18,1436,4,29,2,44,5,17,0,1,1
440,31.5451,74.3407,14.725714285714286,17.0,70.0,72.0,1.1159420289855073,2015,3,15,1436,5,24,2,26,5,17,0,1,5
441,24.9918,66.9911,2.0,3.0,0.0,0.0,1.1159420289855073,2015,3,20,1436,5,29,2,19,6,17,0,1,1
442,32.9746,70.1456,2.0,3.0,31.397260273972602,3.0,1.1159420289855073,2015,5,6,1436,7,17,2,25,3,17,0,1,6
443,24.9918,66.9911,1.0,2.0,31.397260273972602,39.45986984815618,1.1159420289855073,2015,5,26,1436,8,8,2,19,6,17,0,1,6
444,24.9918,66.9911,14.725714285714286,5.0,31.397260273972602,39.45986984815618,1.1159420289855073,2015,5,26,1436,8,8,2,19,6,17,0,1,5
445,31.5451,74.3407,1.0,2.0,31.397260273972602,6.0,1.1159420289855073,2015,5,29,1436,8,11,2,26,5,17,0,1,5
446,32.0836,72.6711,14.725714285714286,2.0,31.397260273972602,6.0,1.1159420289855073,2015,6,6,1436,8,19,1,45,5,17,0,1,5
447,32.9746379,70.1455,7.0,19.0,31.397260273972602,39.45986984815618,1.1159420289855073,2015,6,8,1436,8,21,2,37,3,17,0,1,6
448,34.0043,71.5448,1.0,2.0,4.0,7.0,1.1159420289855073,2015,6,11,1436,8,24,2,40,4,17,0,1,1
451,33.768734,72.362147,16.0,19.0,23.0,25.0,1.1159420289855073,2015,8,16,1436,11,1,0,0,5,17,0,1,6
453,34.021103,71.287421,3.0,6.0,50.0,56.0,1.1159420289855073,2015,9,1,1436,11,17,2,23,4,17,0,1,1
454,24.879503,67.174575,1.0,15.20625,2.0,39.45986984815618,1.0,2015,9,20,1436,12,7,0,19,6,15,1,0,6
455,30.712665,70.658161,7.0,15.20625,10.0,20.0,1.0,2015,10,14,1437,1,1,2,59,5,17,0,1,1
456,30.182971,66.998734,10.0,11.0,12.0,15.0,1.0,2015,10,22,1437,1,9,0,43,1,14,0,0,7
457,28.274681,68.712889,22.0,23.0,40.0,39.45986984815618,1.1159420289855073,2015,10,23,1437,1,10,0,18,6,17,0,1,7
458,34.200114,72.050801,21.0,26.0,50.0,56.0,1.1159420289855073,2015,12,29,1437,3,18,2,32,4,5,0,1,1
459,30.165686,67.00178,15.0,15.0,25.0,36.0,1.1159420289855073,2016,1,13,1437,4,3,2,43,1,17,0,1,1
460,33.999533,71.42502,10.0,12.0,20.0,25.0,1.0,2016,1,19,1437,4,9,2,40,4,17,0,1,6
461,31.341261,69.448659,0.0,0.0,5.0,6.0,1.0,2016,1,29,1437,4,19,2,64,1,17,0,1,5
462,30.199805,67.010157,9.0,11.0,30.0,35.0,1.0,2016,2,6,1437,4,27,2,43,1,17,0,1,5
463,34.149433,71.742781,10.0,20.0,27.0,31.0,1.0,2016,3,7,1437,5,27,2,47,4,17,0,1,5
464,31.51293,74.28899,70.0,72.0,233.0,300.0,1.0,2016,3,27,1437,6,18,0,26,5,17,0,1,1
465,34.047839,71.28436,2.0,2.0,0.0,0.0,1.0,2016,4,16,1437,7,9,2,23,3,15,0,0,1
466,34.207854,72.049453,1.0,1.0,10.0,18.0,1.0,2016,4,19,1437,7,12,2,32,4,5,0,0,3
467,34.195682,72.037771,1.0,1.0,12.0,15.0,1.0,2016,5,30,1437,8,23,2,32,4,13,0,1,6
468,30.194225,67.008822,70.0,70.0,112.0,120.0,1.1159420289855073,2016,8,8,1437,11,5,2,43,1,5,0,0,1
469,34.195776,72.036565,13.0,14.0,52.0,60.0,1.0,2016,9,2,1437,12,1,2,32,4,5,0,0,1
470,28.002718,68.730383,0.0,0.0,10.0,13.0,1.1159420289855073,2016,9,13,1437,12,12,0,49,6,14,0,0,7
471,34.400331,71.560424,16.0,36.0,22.0,39.45986984815618,1.0,2016,9,16,1437,12,15,2,33,3,14,0,0,7
472,30.14283,66.98195,58.0,61.0,100.0,165.0,2.0,2016,10,25,1438,1,24,2,43,1,5,0,0,6
473,25.776775,67.02239,45.0,52.0,100.0,100.0,1.0,2016,11,12,1438,2,12,1,22,1,14,0,0,1
474,34.325826,71.398789,2.0,2.0,14.0,14.0,4.0,2016,11,26,1438,2,26,1,33,3,9,0,1,5
475,32.949814,70.60908,0.0,0.0,2.0,2.0,1.0,2017,2,7,1438,5,10,2,2,4,13,0,1,6
476,31.555382,74.331873,14.0,18.0,83.0,90.0,1.0,2017,2,13,1438,5,16,2,26,5,5,0,1,1
477,34.5,71.333333,5.0,8.0,0.0,3.0,1.0,2017,2,15,1438,5,18,2,12,3,15,0,1,5
478,33.986111,71.456944,1.0,1.0,4.0,18.0,1.0,2017,2,15,1438,5,18,2,16,4,15,2,1,1
479,34.553808,71.434141,1.0,1.0,0.0,0.0,1.0,2017,2,15,1438,5,18,2,34,3,5,0,1,3
480,26.419314,67.859373,70.0,72.0,150.0,200.0,1.0,2017,2,16,1438,5,19,2,46,6,14,0,0,8
481,34.3,71.653889,6.0,7.0,15.0,20.0,2.0,2017,2,21,1438,5,24,2,57,4,5,0,0,1
482,31.463017,74.435675,6.0,7.0,19.0,22.0,1.1159420289855073,2017,4,5,1438,7,8,2,26,5,17,1,1,5
483,29.800833,66.848056,25.0,28.0,35.0,37.0,1.0,2017,5,12,1438,8,16,2,43,1,17,1,1,3
484,33.38752,71.340408,1.0,4.0,0.0,0.0,1.1159420289855073,2017,5,20,1438,8,24,1,24,4,13,1,1,6
485,33.88423,70.10878,30.0,85.0,100.0,39.45986984815618,3.0,2017,6,23,1438,9,28,2,43,1,14,1,1,8
486,30.90983,66.452402,1.0,3.0,1.0,11.0,1.0,2017,7,10,1438,10,16,2,6,1,17,1,1,6
487,34.015,71.5805,1.0,2.0,1.0,7.0,1.0,2017,7,17,1438,10,23,2,40,4,9,0,1,5
488,34.015,71.5805,1.0,1.0,1.0,1.0,1.0,2017,7,17,1438,10,23,2,40,4,9,0,1,5
489,31.500875,74.33312,26.0,27.0,56.0,56.0,1.0,2017,7,24,1438,11,1,2,26,5,17,2,1,6
490,30.203658,67.004469,15.0,15.0,40.0,40.0,1.0,2017,8,12,1438,11,20,1,43,1,17,2,1,5
491,28.571051,67.496895,21.0,22.0,25.0,39.45986984815618,1.0,2017,10,5,1439,1,15,2,43,1,14,0,1,1
493,30.221057,67.002524,2.0,2.0,8.0,8.0,1.0,2017,11,9,1439,2,20,2,43,1,13,1,1,6
494,33.970623,71.43862,1.0,3.0,6.0,8.0,1.0,2017,11,24,1439,3,6,2,40,4,13,1,1,6
495,30.139626,66.981476,4.0,4.0,16.0,22.0,1.0,2017,11,25,1439,3,7,2,43,1,9,2,1,5
